,sample_name,area,x,y,experiment,layer,x_um,y_um,rotated_x,rotated_y,xc_adjusted,yc_adjusted
1322,3356,43.3,540.24528,989.8692,BARISTAseq,L4,540.24528,989.8692,431.976948,833.87294,436.976948,838.87294
1323,3357,60.03,542.78659,1045.432,BARISTAseq,L4,542.78659,1045.432,481.374433,859.4381535,486.374433,864.4381535
1324,3358,31.36,539.14004,1062.515,BARISTAseq,L2/3,539.14004,1062.515,494.349078,871.1335976,499.349078,876.1335976
1325,3359,95.97,535.25976,1100.6556,BARISTAseq,L2/3,535.25976,1100.6556,525.446654,893.5546407,530.446654,898.5546407
1326,3360,58.87,537.84524,1132.7239,BARISTAseq,L2/3,537.84524,1132.7239,554.515631,907.3406255,559.515631,912.3406255
1327,3363,78.95,540.66822,1156.7322,BARISTAseq,L2/3,540.66822,1156.7322,576.721932,916.8931118,581.721932,921.8931118
1328,3364,87.28,536.99053,1163.2141,BARISTAseq,L2/3,536.99053,1163.2141,580.498526,923.3178298,585.498526,928.3178298
1329,3365,51.95,535.96259,1175.6696,BARISTAseq,L2/3,535.96259,1175.6696,590.77359,930.4326273,595.77359,935.4326273
1330,3366,43.49,537.5755,1180.8103,BARISTAseq,L2/3,537.5755,1180.8103,596.032392,931.6045192,601.032392,936.6045192
1331,3367,23.06,538.56138,1255.055,BARISTAseq,L2/3,538.56138,1255.055,660.834412,967.8528823,665.834412,972.8528823
1332,3368,49.95,539.60569,1273.3078,BARISTAseq,L2/3,539.60569,1273.3078,677.166524,976.0698073,682.166524,981.0698073
1333,3369,124.5,537.7516,1346.835,BARISTAseq,L2/3,537.7516,1346.835,739.927841,1014.4195388,744.927841,1019.4195388
1334,3384,161.1,548.08351,566.9734,BARISTAseq,L5,548.08351,566.9734,69.589622,615.7498035,74.589622,620.7498035
1335,3385,24.18,547.03253,630.2997,BARISTAseq,L4,547.03253,630.2997,123.916474,648.3062139,128.916474,653.3062139
1336,3386,113.1,545.98895,706.8009,BARISTAseq,L4,545.98895,706.8009,189.658877,687.4401192,194.658877,692.4401192
1337,3387,96.59,549.90653,720.6687,BARISTAseq,L4,549.90653,720.6687,203.628608,690.9769329,208.628608,695.9769329
1338,3388,180.2,540.31655,726.7229,BARISTAseq,L4,540.31655,726.7229,204.080248,702.3090582,209.080248,707.3090582
1339,3389,19.81,544.53845,740.6132,BARISTAseq,L4,544.53845,740.6132,218.221559,705.5935208,223.221559,710.5935208
1340,3390,38.81,549.14574,769.3932,BARISTAseq,L4,549.14574,769.3932,245.452629,715.9850044,250.452629,720.9850044
1341,3391,74.12,542.02268,788.7528,BARISTAseq,L4,542.02268,788.7528,258.661949,731.8294425,263.661949,736.8294425
1342,3392,173.4,549.14615,810.7602,BARISTAseq,L4,549.14615,810.7602,281.284223,736.6570336,286.284223,741.6570336
1343,3393,121.7,544.21907,823.6082,BARISTAseq,L4,544.21907,823.6082,289.950663,747.3452805,294.950663,752.3452805
1344,3394,48.95,540.62951,909.2208,BARISTAseq,L4,540.62951,909.2208,362.312854,793.2376885,367.312854,798.2376885
1345,3395,50.49,544.92153,912.2558,BARISTAseq,L4,544.92153,912.2558,367.086599,791.0367229,372.086599,796.0367229
1346,3396,31.22,543.38571,938.971,BARISTAseq,L4,543.38571,938.971,389.459313,805.7174252,394.459313,810.7174252
1347,3397,110.1,544.16848,973.8672,BARISTAseq,L4,544.16848,973.8672,420.07686,822.4780509,425.07686,827.4780509
1348,3398,38.74,543.07503,983.7122,BARISTAseq,L4,543.07503,983.7122,428.058053,828.3450596,433.058053,833.3450596
1349,3399,40.8,544.66203,1000.3042,BARISTAseq,L4,544.66203,1000.3042,443.222763,835.2619388,448.222763,840.2619388
1350,3400,112.0,542.57318,1008.9688,BARISTAseq,L4,542.57318,1008.9688,449.684033,841.4012374,454.684033,846.4012374
1351,3401,117.6,542.26731,1014.6463,BARISTAseq,L4,542.26731,1014.6463,454.448911,844.5033857,459.448911,849.5033857
1352,3402,90.96,546.01255,1054.6236,BARISTAseq,L4,546.01255,1054.6236,490.948126,861.2372117,495.948126,866.2372117
1353,3403,201.5,543.1122,1071.5291,BARISTAseq,L2/3,543.1122,1071.5291,504.141925,872.197606,509.141925,877.197606
1354,3404,37.99,544.78567,1094.9157,BARISTAseq,L2/3,544.78567,1094.9157,525.235212,882.435057,530.235212,887.435057
1355,3406,66.47,541.16382,1110.3865,BARISTAseq,L2/3,541.16382,1110.3865,536.825804,893.3034671,541.825804,898.3034671
1356,3407,111.7,546.00658,1199.4988,BARISTAseq,L2/3,546.00658,1199.4988,616.433289,933.6408871,621.433289,938.6408871
1357,3408,17.36,543.44971,1209.639,BARISTAseq,L2/3,543.44971,1209.639,623.93882,940.9229767,628.93882,945.9229767
1358,3409,122.8,546.17648,1245.2434,BARISTAseq,L2/3,546.17648,1245.2434,656.141294,956.3536866,661.141294,961.3536866
1359,3410,135.5,543.0701,1306.5696,BARISTAseq,L2/3,543.0701,1306.5696,707.708561,989.6909454,712.708561,994.6909454
1360,3411,55.32,546.20419,1317.8049,BARISTAseq,L2/3,546.20419,1317.8049,719.006515,992.5908448,724.006515,997.5908448
1361,3412,35.49,545.58224,1330.5534,BARISTAseq,L2/3,545.58224,1330.5534,729.738248,999.5003858,734.738248,1004.5003858
1362,3413,121.7,544.19348,1378.35,BARISTAseq,L2/3,544.19348,1378.35,770.444738,1024.588708,775.444738,1029.588708
1363,3425,124.4,550.63458,533.9451,BARISTAseq,L5,550.63458,533.9451,42.255986,597.0348817,47.255986,602.0348817
1364,3426,70.81,554.68986,556.2138,BARISTAseq,L5,554.68986,556.2138,63.571276,604.6506243,68.571276,609.6506243
1365,3427,145.0,553.58846,578.9825,BARISTAseq,L5,553.58846,578.9825,82.74264,616.982819,87.74264,621.982819
1366,3428,53.12,548.7626,619.9136,BARISTAseq,L4,548.7626,619.9136,115.784811,641.6174282,120.784811,646.6174282
1367,3429,48.85,549.53285,665.419,BARISTAseq,L4,549.53285,665.419,155.585631,663.6906632,160.585631,668.6906632
1368,3430,73.46,553.51179,678.207,BARISTAseq,L4,553.51179,678.207,168.650753,666.6347288,173.650753,671.6347288
1369,3431,141.7,553.20243,710.2203,BARISTAseq,L4,553.20243,710.2203,196.225433,682.90069,201.225433,687.90069
1370,3432,83.5,550.75748,737.4636,BARISTAseq,L4,550.75748,737.4636,218.601248,698.6327527,223.601248,703.6327527
1371,3433,149.7,549.10291,754.1619,BARISTAseq,L4,549.10291,754.1619,232.23822,708.4105977,237.23822,713.4105977
1372,3434,25.15,548.88087,783.5047,BARISTAseq,L4,548.88087,783.5047,257.543455,723.2664115,262.543455,728.2664115
1373,3435,98.19,549.88657,792.8146,BARISTAseq,L4,549.88657,792.8146,266.110073,727.047718,271.110073,732.047718
1374,3436,29.02,548.76254,877.1988,BARISTAseq,L4,548.76254,877.1988,338.640382,770.1906863,343.640382,775.1906863
1375,3437,145.0,549.60963,890.9963,BARISTAseq,L4,549.60963,890.9963,351.014754,776.3519364,356.014754,781.3519364
1376,3438,47.76,547.34317,904.8903,BARISTAseq,L4,547.34317,904.8903,361.916904,785.2583765,366.916904,790.2583765
1377,3439,42.02,548.88739,901.2636,BARISTAseq,L4,548.88739,901.2636,359.547179,782.1084148,364.547179,787.1084148
1378,3440,59.39,549.51367,945.0359,BARISTAseq,L4,549.51367,945.0359,397.774932,803.4403009,402.774932,808.4403009
1379,3441,83.23,548.87305,962.7542,BARISTAseq,L4,548.87305,962.7542,412.802024,812.849548,417.802024,817.849548
1380,3442,52.93,552.7236,982.1188,BARISTAseq,L4,552.7236,982.1188,431.49949,819.19134,436.49949,824.19134
1381,3443,33.26,551.79735,989.1684,BARISTAseq,L4,551.79735,989.1684,437.142908,823.5165773,442.142908,828.5165773
1382,3444,109.7,549.47135,1080.193,BARISTAseq,L2/3,549.47135,1080.193,514.824276,871.0190386,519.824276,876.0190386
1383,3445,25.62,550.327,1093.9719,BARISTAseq,L2/3,550.327,1093.9719,527.186904,877.1636261,532.186904,882.1636261
1384,3447,88.38,546.35746,1115.4239,BARISTAseq,L2/3,546.35746,1115.4239,543.784557,891.3221995,548.784557,896.3221995
1385,3448,44.71,554.19288,1112.1624,BARISTAseq,L2/3,554.19288,1112.1624,544.875096,882.9054341,549.875096,887.9054341
1386,3449,46.22,551.40983,1130.0295,BARISTAseq,L2/3,551.40983,1130.0295,558.960468,894.2447854,563.960468,899.2447854
1387,3450,67.21,550.88867,1142.2307,BARISTAseq,L2/3,550.88867,1142.2307,569.268455,900.793499,574.268455,905.793499
1388,3452,38.38,542.71142,1189.5596,BARISTAseq,L2/3,542.71142,1189.5596,606.177449,931.528171,611.177449,936.528171
1389,3453,56.94,550.74662,1203.8915,BARISTAseq,L2/3,550.74662,1203.8915,622.606918,931.7303348,627.606918,936.7303348
1390,3454,48.52,551.71491,1276.9253,BARISTAseq,L2/3,551.71491,1276.9253,686.351276,967.3888052,691.351276,972.3888052
1391,3455,50.91,545.44757,1296.2143,BARISTAseq,L2/3,545.44757,1296.2143,699.92707,982.4567544,704.92707,987.4567544
1392,3456,38.6,553.53911,1324.1005,BARISTAseq,L2/3,553.53911,1324.1005,728.125176,989.3836042,733.125176,994.3836042
1393,3458,150.1,554.04622,1349.1669,BARISTAseq,L2/3,554.04622,1349.1669,750.090576,1001.4707537,755.090576,1006.4707537
1394,3459,168.7,552.87908,1374.1932,BARISTAseq,L2/3,552.87908,1374.1932,771.184644,1014.9881162,776.184644,1019.9881162
1395,3472,39.99,559.03593,533.9111,BARISTAseq,L5,559.03593,533.9111,46.424924,589.7407806,51.424924,594.7407806
1396,3473,88.29,557.89717,546.1251,BARISTAseq,L5,557.89717,546.1251,56.435407,596.8308746,61.435407,601.8308746
1397,3474,88.91,560.9414,564.8521,BARISTAseq,L5,560.9414,564.8521,74.177701,603.5524876,79.177701,608.5524876
1398,3475,139.4,558.86957,612.9218,BARISTAseq,L4,558.86957,612.9218,114.77943,629.3689552,119.77943,634.3689552
1399,3476,122.2,551.34176,633.748,BARISTAseq,L4,551.34176,633.748,129.056765,646.2968618,134.056765,651.2968618
1400,3477,101.2,557.16341,639.8494,BARISTAseq,L4,557.16341,639.8494,137.250909,644.3032853,142.250909,649.3032853
1401,3478,84.26,550.41639,647.3982,BARISTAseq,L4,550.41639,647.3982,140.417923,653.9198347,145.417923,658.9198347
1402,3479,58.03,553.75776,656.6675,BARISTAseq,L4,553.75776,656.6675,150.116563,655.657736,155.116563,660.657736
1403,3480,91.89,558.65248,667.6006,BARISTAseq,L4,558.65248,667.6006,162.032672,656.8816416,167.032672,661.8816416
1404,3481,36.87,561.43977,677.0922,BARISTAseq,L4,561.43977,677.0922,171.646983,659.2105682,176.646983,664.2105682
1405,3482,61.91,557.05138,687.8919,BARISTAseq,L4,557.05138,687.8919,178.808486,668.4086524,183.808486,673.4086524
1406,3483,79.78,555.09944,728.7288,BARISTAseq,L4,555.09944,728.7288,213.205218,690.506833,218.205218,695.506833
1407,3484,124.6,559.56346,753.4045,BARISTAseq,L4,559.56346,753.4045,236.809576,698.9713327,241.809576,703.9713327
1408,3485,89.18,557.09843,772.7677,BARISTAseq,L4,557.09843,772.7677,252.349794,710.7828877,257.349794,715.7828877
1409,3486,23.34,554.15604,784.4215,BARISTAseq,L4,554.15604,784.4215,260.973715,719.1552994,265.973715,724.1552994
1410,3487,58.66,558.84535,810.6083,BARISTAseq,L4,558.84535,810.6083,285.999604,728.1798349,290.999604,733.1798349
1411,3488,33.02,556.53793,831.6113,BARISTAseq,L4,556.53793,831.6113,303.038889,740.6743007,308.038889,745.6743007
1412,3489,92.01,553.44116,861.8119,BARISTAseq,L4,553.44116,861.8119,327.650521,758.4488097,332.650521,763.4488097
1413,3490,112.4,552.5741,952.3273,BARISTAseq,L4,552.5741,952.3273,405.619938,804.4331239,410.619938,809.4331239
1414,3491,56.28,555.93195,975.756,BARISTAseq,L4,555.93195,975.756,427.591525,813.2326827,432.591525,818.2326827
1415,3492,24.09,559.91642,982.5148,BARISTAseq,L4,559.91642,982.5148,435.437029,813.1589917,440.437029,818.1589917
1416,3493,80.05,557.93583,989.1969,BARISTAseq,L4,557.93583,989.1969,440.235151,818.2137756,445.235151,823.2137756
1417,3494,195.9,556.79812,1011.6909,BARISTAseq,L4,556.79812,1011.6909,459.150475,830.4401649,464.150475,835.4401649
1418,3496,31.32,555.59765,1022.6654,BARISTAseq,L4,555.59765,1022.6654,468.056461,836.9642672,473.056461,841.9642672
1419,3497,132.0,550.75851,1030.1645,BARISTAseq,L4,550.75851,1030.1645,472.133759,844.9033603,477.133759,849.9033603
1420,3498,41.92,557.44853,1043.1942,BARISTAseq,L4,557.44853,1043.1942,486.763079,845.6199516,491.763079,850.6199516
1421,3499,30.05,561.38215,1076.9515,BARISTAseq,L4,561.38215,1076.9515,517.968738,859.0822519,522.968738,864.0822519
1422,3501,22.88,560.38529,1122.2976,BARISTAseq,L2/3,560.38529,1122.2976,556.748543,882.6065517,561.748543,887.6065517
1423,3502,52.37,553.82027,1182.9186,BARISTAseq,L2/3,553.82027,1182.9186,605.976596,918.5872057,610.976596,923.5872057
1424,3503,112.5,554.83838,1194.7047,BARISTAseq,L2/3,554.83838,1194.7047,616.694256,923.5952034,621.694256,928.5952034
1425,3504,52.12,552.93415,1222.0008,BARISTAseq,L2/3,552.93415,1222.0008,639.38597,938.8852606,644.38597,943.8852606
1426,3505,114.3,552.86969,1236.6124,BARISTAseq,L2/3,552.86969,1236.6124,652.010037,946.2429555,657.010037,951.2429555
1427,3506,33.2,555.95931,1284.3364,BARISTAseq,L2/3,555.95931,1284.3364,694.891685,967.4159346,699.891685,972.4159346
1428,3507,30.09,559.5919,1289.9227,BARISTAseq,L2/3,559.5919,1289.9227,701.545745,967.0610975,706.545745,972.0610975
1429,3508,42.36,555.50379,1293.8532,BARISTAseq,L2/3,555.50379,1293.8532,702.907276,972.5663024,707.907276,977.5663024
1430,3531,32.84,565.24997,540.5227,BARISTAseq,L5,565.24997,540.5227,55.257136,587.6623356,60.257136,592.6623356
1431,3532,47.11,564.06181,556.5983,BARISTAseq,L5,564.06181,556.5983,68.587749,596.7249562,73.587749,601.7249562
1432,3533,101.1,561.6392,594.8925,BARISTAseq,L5,561.6392,594.8925,100.546862,617.9601685,105.546862,622.9601685
1433,3534,35.29,560.39658,603.5961,BARISTAseq,L5,560.39658,603.5961,107.464702,623.3859168,112.464702,628.3859168
1434,3536,138.2,563.50825,648.8106,BARISTAseq,L4,563.50825,648.8106,148.183693,643.2857242,153.183693,648.2857242
1435,3537,28.38,558.43967,663.6185,BARISTAseq,L4,558.43967,663.6185,158.477091,655.0759902,163.477091,660.0759902
1436,3538,29.43,563.71149,689.1673,BARISTAseq,L4,563.71149,689.1673,183.24144,663.2771336,188.24144,668.2771336
1437,3539,86.43,565.45657,694.8874,BARISTAseq,L4,565.45657,694.8874,189.068182,664.6241002,194.068182,669.6241002
1438,3540,96.79,562.06962,726.6751,BARISTAseq,L4,562.06962,726.6751,214.90955,683.4430954,219.90955,688.4430954
1439,3541,50.68,565.16181,758.9293,BARISTAseq,L4,565.16181,758.9293,244.39278,696.8830909,249.39278,701.8830909
1440,3542,46.52,567.702,776.3459,BARISTAseq,L4,567.702,776.3459,260.748094,703.3864187,265.748094,708.3864187
1441,3544,40.61,565.31271,839.3359,BARISTAseq,L4,565.31271,839.3359,314.114841,736.9339801,319.114841,741.9339801
1442,3545,70.2,560.15236,889.1535,BARISTAseq,L4,560.15236,889.1535,354.687141,766.2991508,359.687141,771.2991508
1443,3546,19.7,562.41557,923.1423,BARISTAseq,L4,562.41557,923.1423,385.258595,781.3240373,390.258595,786.3240373
1444,3547,159.0,556.89015,939.3228,BARISTAseq,L4,556.89015,939.3228,396.512578,794.195916,401.512578,799.195916
1445,3548,52.31,559.39852,1048.1639,BARISTAseq,L4,559.39852,1048.1639,492.042213,846.4144131,497.042213,851.4144131
1446,3549,110.2,564.18205,1107.3697,BARISTAseq,L2/3,564.18205,1107.3697,545.715584,871.8579116,550.715584,876.8579116
1447,3550,83.89,557.74061,1137.0413,BARISTAseq,L2/3,557.74061,1137.0413,568.197624,892.2651917,573.197624,897.2651917
1448,3551,85.77,563.00956,1161.6979,BARISTAseq,L2/3,563.00956,1161.6979,592.187786,900.0229884,597.187786,905.0229884
1449,3552,192.4,562.99718,1177.1579,BARISTAseq,L2/3,562.99718,1177.1579,605.572737,907.7595293,610.572737,912.7595293
1450,3553,76.21,562.88319,1252.7931,BARISTAseq,L2/3,562.88319,1252.7931,671.029521,945.655439,676.029521,950.655439
1451,3554,116.3,562.32367,1281.1684,BARISTAseq,L2/3,562.32367,1281.1684,695.328099,960.3201011,700.328099,965.3201011
1452,3555,113.5,565.45982,1294.0012,BARISTAseq,L2/3,565.45982,1294.0012,708.010872,964.016575,713.010872,969.016575
1453,3556,156.2,559.59475,1330.1629,BARISTAseq,L2/3,559.59475,1330.1629,736.402476,987.1678744,741.402476,992.1678744
1454,3557,79.61,564.07455,1337.2071,BARISTAseq,L2/3,564.07455,1337.2071,744.742725,986.8077623,749.742725,991.8077623
1455,3558,81.31,567.26568,1370.9699,BARISTAseq,L2/3,567.26568,1370.9699,775.582082,1000.9159207,780.582082,1005.9159207
1456,3572,80.41,572.58971,537.3013,BARISTAseq,L5,572.58971,537.3013,56.134729,579.6949627,61.134729,584.6949627
1457,3573,36.25,568.68087,564.3267,BARISTAseq,L5,568.68087,564.3267,77.590245,596.5861373,82.590245,601.5861373
1458,3574,54.17,575.87877,566.6311,BARISTAseq,L5,575.87877,566.6311,83.183237,591.5030015,88.183237,596.5030015
1459,3575,29.81,563.79618,641.8107,BARISTAseq,L4,563.79618,641.8107,142.264394,639.5382624,147.264394,644.5382624
1460,3576,47.64,568.5465,656.1735,BARISTAseq,L4,568.5465,656.1735,157.079029,642.6011312,162.079029,647.6011312
1461,3577,49.83,573.07834,679.8742,BARISTAseq,L4,573.07834,679.8742,179.872811,650.5196855,184.872811,655.5196855
1462,3578,210.7,570.02791,707.5544,BARISTAseq,L4,570.02791,707.5544,202.324516,666.994558,207.324516,671.994558
1463,3579,97.62,565.91366,716.2223,BARISTAseq,L4,565.91366,716.2223,207.776452,674.8898498,212.776452,679.8898498
1464,3580,63.18,574.50489,744.072,BARISTAseq,L4,574.50489,744.072,236.192624,681.3656195,241.192624,686.3656195
1465,3581,66.69,568.64283,754.8492,BARISTAseq,L4,568.64283,754.8492,242.598189,691.8289229,247.598189,696.8289229
1466,3582,42.1,572.22275,778.4394,BARISTAseq,L4,572.22275,778.4394,264.820594,700.5168127,269.820594,705.5168127
1467,3583,130.8,565.54815,848.6372,BARISTAseq,L4,565.54815,848.6372,322.289083,741.3781732,327.289083,746.3781732
1468,3584,96.43,569.65182,858.7781,BARISTAseq,L4,569.65182,858.7781,333.123645,742.8913571,338.123645,747.8913571
1469,3585,53.74,567.87895,904.1048,BARISTAseq,L4,567.87895,904.1048,371.498861,767.0781358,376.498861,772.0781358
1470,3586,49.39,573.49314,941.6858,BARISTAseq,L4,573.49314,941.6858,406.856418,780.9955998,411.856418,785.9955998
1471,3587,43.53,569.27674,953.9035,BARISTAseq,L4,569.27674,953.9035,415.332038,790.7532858,420.332038,795.7532858
1472,3588,123.3,574.80162,978.1005,BARISTAseq,L4,574.80162,978.1005,439.052022,798.0597423,444.052022,803.0597423
1473,3589,39.02,567.23533,981.3051,BARISTAseq,L4,567.23533,981.3051,438.046655,806.2149474,443.046655,811.2149474
1474,3590,112.6,571.39178,1007.776,BARISTAseq,L4,571.39178,1007.776,463.052338,815.843,468.052338,820.843
1475,3591,80.7,567.71415,1015.065,BARISTAseq,L4,567.71415,1015.065,467.52813,822.6710472,472.52813,827.6710472
1476,3592,65.23,565.86498,1037.8166,BARISTAseq,L4,565.86498,1037.8166,486.311015,835.6423995,491.311015,840.6423995
1477,3593,76.62,565.3033,1058.0355,BARISTAseq,L4,565.3033,1058.0355,503.543624,846.2329511,508.543624,851.2329511
1478,3594,30.42,574.41796,1060.1712,BARISTAseq,L4,574.41796,1060.1712,509.948365,839.4052641,514.948365,844.4052641
1479,3595,21.0,567.2349,1081.2638,BARISTAseq,L4,567.2349,1081.2638,524.628795,856.1677056,529.628795,861.1677056
1480,3596,27.32,567.54883,1096.2946,BARISTAseq,L4,567.54883,1096.2946,537.805046,863.4071188,542.805046,868.4071188
1481,3597,97.71,562.10226,1125.8796,BARISTAseq,L2/3,562.10226,1125.8796,560.709167,882.9093419,565.709167,887.9093419
1482,3599,27.46,569.48706,1144.4448,BARISTAseq,L2/3,569.48706,1144.4448,580.48048,885.7903984,585.48048,890.7903984
1483,3600,155.5,571.81985,1159.5818,BARISTAseq,L2/3,571.81985,1159.5818,594.757562,891.3341645,599.757562,896.3341645
1484,3601,35.31,569.88407,1193.1546,BARISTAseq,L2/3,569.88407,1193.1546,622.870388,909.7882808,627.870388,914.7882808
1485,3602,69.84,563.34502,1226.7412,BARISTAseq,L2/3,563.34502,1226.7412,648.694671,932.2365077,653.694671,937.2365077
1486,3603,24.0,563.96992,1233.9375,BARISTAseq,L2/3,563.96992,1233.9375,655.240245,935.2914369,660.240245,940.2914369
1487,3604,23.85,564.90129,1242.36,BARISTAseq,L2/3,564.90129,1242.36,663.001091,938.6936766,668.001091,943.6936766
1488,3605,134.7,570.26045,1249.7548,BARISTAseq,L2/3,570.26045,1249.7548,672.084455,937.7470707,677.084455,942.7470707
1489,3608,101.7,570.34143,1328.7387,BARISTAseq,L2/3,570.34143,1328.7387,740.539251,977.1475582,745.539251,982.1475582
1490,3609,83.61,570.31992,1364.8408,BARISTAseq,L2/3,570.31992,1364.8408,771.799515,995.2075348,776.799515,1000.2075348
1491,3631,26.56,577.00804,581.8618,BARISTAseq,L5,577.00804,581.8618,96.940172,598.1361233,101.940172,603.1361233
1492,3632,46.79,577.26706,594.1574,BARISTAseq,L5,577.26706,594.1574,107.719839,604.0562598,112.719839,609.0562598
1493,3633,25.55,576.42726,600.114,BARISTAseq,L5,576.42726,600.114,112.459625,607.7603495,117.459625,612.7603495
1494,3635,165.7,576.79744,632.6343,BARISTAseq,L5,576.79744,632.6343,140.813114,623.6911054,145.813114,628.6911054
1495,3636,79.17,572.74986,641.5524,BARISTAseq,L4,572.74986,641.5524,146.515066,631.6536662,151.515066,636.6536662
1496,3637,186.6,583.59529,675.542,BARISTAseq,L4,583.59529,675.542,181.376047,639.2452133,186.376047,644.2452133
1497,3638,25.8,572.29262,674.4976,BARISTAseq,L4,572.29262,674.4976,174.823066,648.5134242,179.823066,653.5134242
1498,3639,34.26,577.76444,697.8571,BARISTAseq,L4,577.76444,697.8571,197.791091,655.447295,202.791091,660.447295
1499,3640,114.7,579.29749,717.2883,BARISTAseq,L4,579.29749,717.2883,215.388167,663.8297769,220.388167,668.8297769
1500,3641,99.46,576.16769,730.4207,BARISTAseq,L4,576.16769,730.4207,225.199117,673.1033841,230.199117,678.1033841
1501,3642,75.9,570.37153,740.5259,BARISTAseq,L4,570.37153,740.5259,231.055535,683.1737862,236.055535,688.1737862
1502,3643,168.4,576.99641,823.7432,BARISTAseq,L4,576.99641,823.7432,306.447436,719.0216398,311.447436,724.0216398
1503,3644,130.5,574.38152,835.8269,BARISTAseq,L4,574.38152,835.8269,315.607403,727.3252162,320.607403,732.3252162
1504,3645,24.92,575.66308,858.9443,BARISTAseq,L4,575.66308,858.9443,336.271666,737.7676059,341.271666,742.7676059
1505,3646,86.11,576.7006,928.3637,BARISTAseq,L4,576.7006,928.3637,396.919872,771.5598713,401.919872,776.5598713
1506,3647,32.99,571.31756,958.2975,BARISTAseq,L4,571.31756,958.2975,420.15791,791.1813977,425.15791,796.1813977
1507,3648,46.8,572.83574,988.3061,BARISTAseq,L4,572.83574,988.3061,446.9095,804.8625994,451.9095,809.8625994
1508,3650,174.5,575.20705,1023.4244,BARISTAseq,L4,575.20705,1023.4244,478.513343,820.3583042,483.513343,825.3583042
1509,3651,37.27,574.53624,1035.9848,BARISTAseq,L4,574.53624,1035.9848,489.057695,827.2161492,494.057695,832.2161492
1510,3652,109.5,571.1154,1046.1441,BARISTAseq,L4,571.1154,1046.1441,496.147939,835.2561019,501.147939,840.2561019
1511,3653,36.95,574.16376,1068.0,BARISTAseq,L4,574.16376,1068.0,516.602491,843.5377375,521.602491,848.5377375
1512,3654,165.1,573.13538,1102.0402,BARISTAseq,L4,573.13538,1102.0402,545.573542,861.4394055,550.573542,866.4394055
1513,3657,180.7,575.18903,1132.7218,BARISTAseq,L2/3,575.18903,1132.7218,573.175623,874.9930905,578.175623,879.9930905
1514,3659,200.3,574.54296,1230.4734,BARISTAseq,L2/3,574.54296,1230.4734,657.523339,924.4021266,662.523339,929.4021266
1515,3660,111.4,577.40695,1241.3567,BARISTAseq,L2/3,577.40695,1241.3567,668.381515,927.3601317,673.381515,932.3601317
1516,3661,79.01,575.99595,1291.569,BARISTAseq,L2/3,575.99595,1291.569,711.169334,953.6749177,716.169334,958.6749177
1517,3662,43.44,577.97384,1325.677,BARISTAseq,L2/3,577.97384,1325.677,741.701472,969.0065212,746.701472,974.0065212
1518,3663,64.84,573.02653,1344.6565,BARISTAseq,L2/3,573.02653,1344.6565,755.668851,982.7764275,760.668851,987.7764275
1519,3678,89.75,581.30428,619.1152,BARISTAseq,L5,581.30428,619.1152,131.355259,613.0314159,136.355259,618.0314159
1520,3679,84.35,585.91193,642.0476,BARISTAseq,L5,585.91193,642.0476,153.521488,620.500399,158.521488,625.500399
1521,3681,105.4,579.84193,690.7579,BARISTAseq,L4,579.84193,690.7579,192.680052,650.1001128,197.680052,655.1001128
1522,3682,53.59,587.24524,716.4794,BARISTAseq,L4,587.24524,716.4794,218.659212,656.54133,223.659212,661.54133
1523,3684,103.6,581.40603,781.434,BARISTAseq,L4,581.40603,781.434,272.003635,694.0589292,277.003635,699.0589292
1524,3685,37.62,584.76894,816.3398,BARISTAseq,L4,584.76894,816.3398,303.918921,708.5895152,308.918921,713.5895152
1525,3686,82.21,582.04498,869.2396,BARISTAseq,L4,582.04498,869.2396,348.378493,737.3846035,353.378493,742.3846035
1526,3688,152.9,576.71506,899.2858,BARISTAseq,L4,576.71506,899.2858,371.740381,757.0162415,376.740381,762.0162415
1527,3689,111.5,580.603,961.2216,BARISTAseq,L4,580.603,961.2216,427.330977,784.5998108,432.330977,789.5998108
1528,3690,121.4,586.06042,972.7648,BARISTAseq,L4,586.06042,972.7648,440.056684,785.6411678,445.056684,790.6411678
1529,3691,77.08,578.48762,988.2008,BARISTAseq,L4,578.48762,988.2008,449.642678,799.9144058,454.642678,804.9144058
1530,3692,52.18,581.14719,1013.9128,BARISTAseq,L4,581.14719,1013.9128,473.242996,810.4597959,478.242996,815.4597959
1531,3693,67.1,584.95113,1036.2856,BARISTAseq,L4,584.95113,1036.2856,494.522831,818.3452606,499.522831,823.3452606
1532,3694,35.85,581.67005,1041.9359,BARISTAseq,L4,581.67005,1041.9359,497.777341,824.0108878,502.777341,829.0108878
1533,3695,193.4,581.17758,1049.6043,BARISTAseq,L4,581.17758,1049.6043,504.173516,828.2696223,509.173516,833.2696223
1534,3696,33.7,583.36696,1058.3718,BARISTAseq,L4,583.36696,1058.3718,512.861835,830.754584,517.861835,835.754584
1535,3697,122.9,578.38577,1079.5639,BARISTAseq,L4,578.38577,1079.5639,528.728826,845.6595625,533.728826,850.6595625
1536,3698,72.57,582.71155,1099.4605,BARISTAseq,L4,582.71155,1099.4605,548.124587,851.8555717,553.124587,856.8555717
1537,3699,30.03,581.66597,1115.6548,BARISTAseq,L4,581.66597,1115.6548,561.629282,860.8540254,566.629282,865.8540254
1538,3700,38.72,581.30871,1127.3392,BARISTAseq,L4,581.30871,1127.3392,571.571542,867.0025124,576.571542,872.0025124
