,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75
2847,0,1,18,7,0,1,13,4,0,1,0,1,0,0,0,2,1,1,0,0,0,1,1,0,1,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2848,0,3,20,7,0,0,5,3,1,0,0,4,0,0,0,0,1,3,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2849,1,3,16,7,0,0,15,5,2,1,0,2,0,0,0,2,0,3,0,1,0,2,2,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
2850,0,4,27,14,0,0,19,2,2,9,1,1,0,0,0,5,0,2,0,1,0,1,6,0,0,0,0,0,1,1,0,0,0,3,0,0,0,4,0,1,0,2,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2851,0,2,5,0,0,4,3,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2852,0,2,5,2,0,1,12,4,1,3,0,1,0,0,0,2,0,0,1,0,0,2,2,0,0,0,0,0,1,0,0,2,0,2,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2853,1,3,14,1,0,0,4,0,1,0,0,2,0,0,0,1,1,0,0,0,0,0,2,0,1,0,0,1,0,0,1,0,0,2,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2854,0,2,11,3,0,2,12,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2855,1,1,5,0,0,1,11,0,0,4,0,6,0,0,0,3,2,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2856,0,2,6,1,0,0,0,16,0,1,0,7,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,6,0,0,0,6,0,0,0,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2857,0,5,18,5,0,2,13,7,1,2,0,7,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2858,0,0,4,1,0,0,12,6,3,2,0,4,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2859,0,4,17,16,0,3,2,2,9,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2860,0,1,23,12,0,1,27,2,3,2,0,4,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2861,1,4,7,6,0,3,2,0,3,3,0,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2862,0,1,12,5,0,4,14,30,0,2,0,16,0,0,0,1,1,2,0,0,5,0,1,1,0,0,0,12,0,1,0,5,1,0,0,5,0,1,4,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
2864,0,5,12,6,0,9,17,4,0,0,0,1,0,0,0,1,5,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2865,0,0,7,1,0,0,3,1,2,1,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2866,0,3,14,13,0,4,18,10,0,1,0,9,0,1,0,1,0,3,0,0,0,0,2,0,0,0,0,5,0,0,0,2,0,0,0,6,0,2,0,1,0,10,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2867,0,0,1,0,0,4,11,10,0,4,0,5,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2868,8,0,34,12,0,12,34,10,2,2,0,3,0,0,0,0,1,4,0,0,0,0,1,0,0,1,0,4,0,0,0,8,1,1,0,1,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2869,0,1,1,3,0,2,6,4,0,3,0,0,0,0,0,2,0,4,0,1,1,0,3,0,2,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2870,1,3,7,4,0,0,0,25,0,2,0,12,0,0,0,1,0,0,0,0,4,0,0,2,0,0,0,8,0,0,0,3,1,1,1,1,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2871,0,0,3,1,0,2,6,7,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2872,0,6,16,12,0,3,5,3,2,1,0,5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2873,0,1,0,0,0,1,10,0,0,2,0,1,0,0,0,4,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2874,0,4,26,17,0,4,16,5,1,0,0,6,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,5,0,1,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2875,0,1,7,1,0,0,6,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2876,0,1,8,6,0,0,12,4,3,1,0,1,0,0,1,2,0,1,0,0,0,0,5,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2877,0,9,8,2,0,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2878,0,6,32,18,0,11,13,11,4,7,0,5,0,0,1,4,5,5,0,2,0,4,5,0,1,0,0,0,0,0,2,0,2,1,1,0,0,3,0,1,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2879,0,4,21,17,0,2,8,4,1,1,0,4,0,0,0,1,0,1,1,0,0,0,3,0,1,0,0,0,0,0,0,1,1,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2880,0,1,2,3,0,2,5,2,0,2,0,1,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2898,0,1,7,2,0,0,7,3,0,1,0,7,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2899,0,10,21,8,0,1,4,3,3,1,0,0,0,0,0,3,2,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2900,0,1,15,6,0,0,19,8,3,5,0,4,0,0,0,1,0,1,1,0,0,3,1,0,0,0,0,0,0,1,1,0,0,2,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2901,0,2,7,1,0,0,1,0,0,1,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2902,1,4,6,3,0,0,1,8,2,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,3,0,0,0,7,0,8,0,0,0,1,4,1,0,0,2,0,0,0,0,0,0,1,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2903,0,4,23,16,0,2,4,9,2,0,0,6,0,0,0,2,0,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2904,1,7,13,9,0,0,2,2,2,2,0,2,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,2,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2905,0,3,7,4,0,1,8,2,1,1,0,3,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2906,0,5,23,8,0,2,7,5,2,0,0,4,1,0,1,8,0,2,0,1,0,1,2,0,0,4,1,0,0,0,3,0,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2907,0,3,8,5,0,3,12,2,0,0,0,1,0,0,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2908,0,3,10,6,0,2,8,4,0,0,0,3,0,1,0,4,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2909,0,1,9,5,0,0,6,2,0,1,0,1,1,0,0,2,0,6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2910,0,3,24,18,0,3,21,8,4,5,0,1,0,0,0,7,5,1,0,2,1,0,0,0,1,1,1,1,0,0,4,0,0,2,0,0,0,5,1,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2912,0,0,0,1,0,2,10,2,0,1,0,3,0,0,0,1,0,1,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2913,0,0,26,10,0,6,23,8,1,7,0,2,0,0,0,3,4,2,1,0,0,1,0,0,0,0,2,2,0,0,2,0,2,2,0,1,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2914,0,2,11,11,0,3,13,5,1,3,0,3,1,0,0,3,1,0,0,0,0,0,3,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2915,0,0,3,9,0,2,8,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,3,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2916,0,0,4,3,0,0,8,0,3,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,1,0,1,0,0,0,1,2,0,2,0,0,0,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2917,0,3,24,11,0,0,6,2,3,0,0,5,0,0,0,0,1,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2918,0,4,16,6,0,5,35,6,4,6,0,9,1,0,0,6,4,3,0,1,0,0,3,0,2,1,0,0,1,0,2,0,0,3,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2919,0,6,5,4,0,3,7,5,1,0,0,4,0,0,0,2,0,3,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,2,1,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2920,0,0,8,5,0,1,0,2,0,1,0,5,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2921,0,7,41,19,0,3,24,18,0,6,0,2,0,0,0,1,3,4,0,1,0,1,6,0,0,0,0,2,0,2,2,5,1,0,0,4,2,0,1,0,7,2,0,0,0,0,1,0,0,0,0,19,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
2922,0,5,22,9,0,13,36,11,3,4,0,2,0,0,0,2,3,8,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,10,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2923,0,6,18,9,0,9,13,3,0,2,0,0,0,0,0,1,4,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,7,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2924,1,4,28,26,0,4,7,5,0,3,0,10,0,0,0,5,0,3,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2925,1,4,16,7,0,0,13,10,0,7,0,1,0,0,0,4,3,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,8,0,0,0,6,1,0,0,0,0,1,0,0,0,0,3,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2927,0,2,6,6,0,7,8,4,1,1,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2928,0,0,1,0,0,2,10,3,0,6,0,1,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2929,0,0,5,0,0,0,8,3,0,1,0,1,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2931,0,0,17,8,0,2,6,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2948,0,5,22,16,0,3,5,2,0,2,0,0,2,0,0,1,0,2,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2949,1,5,23,7,14,0,0,20,1,0,0,4,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,5,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2950,0,0,2,6,0,0,1,6,1,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2951,0,3,9,2,0,2,3,5,1,2,0,1,0,0,0,2,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,2,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2952,0,10,39,20,0,0,11,68,3,0,0,32,0,0,0,0,0,2,0,3,10,1,1,1,0,0,0,19,0,0,0,24,1,1,1,13,0,0,2,10,0,2,1,0,0,0,0,0,0,1,2,0,0,2,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0
2953,0,2,15,2,1,0,5,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2954,0,0,3,1,0,0,3,4,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2955,0,2,2,7,0,0,2,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2956,0,5,19,14,0,1,9,4,5,4,0,1,0,0,0,5,2,1,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,2,0,0,0,5,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2957,0,0,6,0,0,0,14,0,0,0,0,2,0,0,0,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2958,0,0,0,2,0,0,8,1,1,0,0,0,0,0,0,3,0,2,0,0,0,3,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2959,0,2,21,13,0,1,12,25,0,1,0,16,0,0,0,1,1,0,3,0,8,0,2,1,0,3,0,5,0,0,0,11,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2960,0,0,7,2,0,0,1,2,0,1,0,1,0,0,0,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2961,0,0,7,1,0,2,10,1,4,3,0,2,0,0,0,4,1,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2962,1,2,14,9,0,1,38,4,5,2,0,8,1,0,0,3,1,6,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,5,1,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
2964,0,4,13,1,1,2,16,6,0,5,0,2,0,0,0,1,2,2,0,2,0,2,2,0,1,0,0,0,0,0,3,1,0,1,0,0,0,1,1,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2965,0,1,17,3,0,7,6,1,0,2,0,0,0,0,0,0,2,5,0,0,0,0,2,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2966,0,2,16,4,0,7,23,10,2,0,0,7,0,0,0,6,2,2,0,1,0,1,1,0,1,1,0,0,0,3,0,0,0,1,0,0,0,3,1,2,0,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2967,0,1,3,3,0,1,7,18,2,1,0,9,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,4,0,0,0,2,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2968,0,0,1,1,0,2,7,1,0,2,0,1,0,0,0,1,1,3,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2969,0,3,17,16,0,7,22,11,0,1,0,8,1,0,0,3,0,0,0,1,0,1,2,0,1,0,0,0,0,0,0,0,2,0,0,1,1,6,0,0,0,6,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2970,0,2,14,3,0,12,16,3,1,4,0,9,0,0,0,4,1,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2972,0,1,10,4,0,7,13,7,1,3,0,3,0,0,0,3,0,5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2973,0,5,15,10,0,5,25,16,0,9,0,3,0,0,0,3,2,5,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,12,0,0,0,0,0,1,0,0,0,0,10,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2974,0,1,6,2,0,0,18,5,0,1,0,1,0,0,0,0,0,5,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
